2017-01-09 08:40:09,694 INFO  - Starting HiveMQ Server
2017-01-09 08:52:34,559 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "156" (QoS: 2, retained: false)
2017-01-09 08:52:34,559 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:34,559 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "157" (QoS: 2, retained: false)
2017-01-09 08:52:34,559 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:34,713 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "158" (QoS: 2, retained: false)
2017-01-09 08:52:34,713 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:34,713 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "161" (QoS: 2, retained: false)
2017-01-09 08:52:34,713 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:34,713 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:34,713 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "162" (QoS: 2, retained: false)
2017-01-09 08:52:34,713 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:34,713 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "165" (QoS: 2, retained: false)
2017-01-09 08:52:34,728 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "166" (QoS: 2, retained: false)
2017-01-09 08:52:34,728 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:34,728 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "171" (QoS: 2, retained: false)
2017-01-09 08:52:34,728 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:34,728 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "172" (QoS: 2, retained: false)
2017-01-09 08:52:34,728 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:35,078 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "176" (QoS: 2, retained: false)
2017-01-09 08:52:35,078 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "178" (QoS: 2, retained: false)
2017-01-09 08:52:35,078 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "180" (QoS: 2, retained: false)
2017-01-09 08:52:35,078 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,078 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,078 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "176" (QoS: 2, retained: false)
2017-01-09 08:52:35,079 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "182" (QoS: 2, retained: false)
2017-01-09 08:52:35,079 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "185" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "187" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "195" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "188" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "191" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "193" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "202" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "174" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "196" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "175" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "200" (QoS: 2, retained: false)
2017-01-09 08:52:35,399 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "174" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "202" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "174" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "201" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "198" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "174" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "174" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "197" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "174" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "195" (QoS: 2, retained: false)
2017-01-09 08:52:35,414 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "194" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "192" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "191" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "187" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "186" (QoS: 2, retained: false)
2017-01-09 08:52:35,831 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:35,985 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "185" (QoS: 2, retained: false)
2017-01-09 08:52:35,985 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:35,985 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "184" (QoS: 2, retained: false)
2017-01-09 08:52:35,985 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:35,985 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "183" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "182" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "181" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "181" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "180" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "180" (QoS: 2, retained: false)
2017-01-09 08:52:36,047 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:36,063 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:36,063 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "180" (QoS: 2, retained: false)
2017-01-09 08:52:36,063 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:36,063 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "180" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "181" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "180" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "180" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "180" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "178" (QoS: 2, retained: false)
2017-01-09 08:52:36,902 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:37,084 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "162" (QoS: 2, retained: false)
2017-01-09 08:52:37,085 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "168" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "160" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "171" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "160" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "167" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "174" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "160" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "161" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "158" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "158" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "160" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "173" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "158" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "171" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "176" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "171" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "175" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "165" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "172" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "160" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "160" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "171" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "158" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,087 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "160" (QoS: 2, retained: false)
2017-01-09 08:52:37,103 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,103 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "158" (QoS: 2, retained: false)
2017-01-09 08:52:37,103 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,266 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "157" (QoS: 2, retained: false)
2017-01-09 08:52:37,283 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "171" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "157" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "171" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "154" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "152" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "168" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "150" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "168" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "147" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "168" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "145" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "171" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "147" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:37,504 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "148" (QoS: 2, retained: false)
2017-01-09 08:52:37,689 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "173" (QoS: 2, retained: false)
2017-01-09 08:52:37,705 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "148" (QoS: 2, retained: false)
2017-01-09 08:52:37,705 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "172" (QoS: 2, retained: false)
2017-01-09 08:52:37,705 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "146" (QoS: 2, retained: false)
2017-01-09 08:52:37,705 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "171" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "143" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "141" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "144" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "170" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "168" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "138" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "168" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "168" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "133" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "168" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/gamma": "168" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "134" (QoS: 2, retained: false)
2017-01-09 08:52:37,921 INFO  - Client myclientid_68 sent a message to topic "Ahoii/alpha": "131" (QoS: 2, retained: false)
